CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerStateCode,CustomerState,CustomerCountry
24262,Daniel,Thomas,"Thomas, Daniel",1977-03-16,M,M,60000,0,0,Partial College,Skilled Manual,0,2,5776 Newton Way,2007-12-26,1-2 Miles,La Jolla,CA,California,United States
24263,Brooke,Brooks,"Brooks, Brooke",1977-08-15,M,F,60000,0,0,Partial College,Skilled Manual,1,2,1994 South Villa Way,2008-01-13,5-10 Miles,La Jolla,CA,California,United States
24264,Richard,Long,"Long, Richard",1977-10-28,S,M,70000,0,0,Partial College,Skilled Manual,0,2,9997 Montgomery Ave.,2008-04-15,0-1 Miles,Newport Beach,CA,California,United States
24265,Seth,McDonald,"McDonald, Seth",1977-09-13,M,M,70000,0,0,Partial College,Skilled Manual,0,2,5175 Reisling Court,2008-01-22,0-1 Miles,Novato,CA,California,United States
24266,Melvin,Chander,"Chander, Melvin",1949-02-25,M,M,20000,2,1,Partial High School,Clerical,1,2,4804 Haynes Court,2007-04-04,5-10 Miles,Milsons Point,NSW,New South Wales,Australia
24267,Jésus,Hernandez,"Hernandez, Jésus",1950-04-12,M,M,10000,2,1,Partial High School,Clerical,1,2,7726 Driftwood Drive,2007-12-26,1-2 Miles,Townsville,QLD,Queensland,Australia
24268,Meredith,Gill,"Gill, Meredith",1950-10-24,M,F,10000,2,1,Partial High School,Clerical,1,3,6034 Virgil Street,2007-11-28,1-2 Miles,Lane Cove,NSW,New South Wales,Australia
24269,Todd,Lu,"Lu, Todd",1950-09-02,M,M,10000,2,1,Partial High School,Clerical,1,3,4333 Contra Costa Blvd.,2008-03-16,1-2 Miles,Geelong,VIC,Victoria,Australia
24270,Latasha,Ortega,"Ortega, Latasha",1950-05-15,M,F,20000,2,1,Partial High School,Clerical,1,2,492 Pierce Court,2007-04-14,5-10 Miles,Coffs Harbour,NSW,New South Wales,Australia
24271,Leonard,Shen,"Shen, Leonard",1950-04-21,M,M,20000,2,1,Partial High School,Clerical,1,2,5800 Abbey Court,2007-04-17,1-2 Miles,Caloundra,QLD,Queensland,Australia
24272,Martha,Wang,"Wang, Martha",1951-02-16,M,F,20000,2,1,Partial High School,Clerical,1,2,5927 Seaview Avenue,2007-04-13,5-10 Miles,Silverwater,NSW,New South Wales,Australia
24273,Monique,Sanz,"Sanz, Monique",1951-03-11,M,F,20000,2,1,Partial High School,Clerical,1,2,4002 Willow Pass Dr.,2007-04-13,5-10 Miles,Sydney,NSW,New South Wales,Australia
24274,Shaun,Shan,"Shan, Shaun",1951-02-03,M,M,20000,2,1,Partial High School,Clerical,1,2,6417 Del Rey St,2007-05-03,1-2 Miles,Townsville,QLD,Queensland,Australia
24275,Lucas,Rivera,"Rivera, Lucas",1980-07-17,M,M,30000,0,0,Partial College,Skilled Manual,0,2,4613 Benedict Court,2007-08-30,1-2 Miles,Palo Alto,CA,California,United States
24276,Kaitlyn,Nelson,"Nelson, Kaitlyn",1952-07-09,S,F,20000,2,1,Partial High School,Clerical,1,3,6896 Camino Norte,2007-09-09,5-10 Miles,Sydney,NSW,New South Wales,Australia
24277,Donald,Kovár,"Kovár, Donald",1952-05-05,S,M,20000,3,1,Partial High School,Clerical,1,4,4925 Mariposa Ct.,2007-08-27,5-10 Miles,Goulburn,NSW,New South Wales,Australia
24278,Cedric,Xu,"Xu, Cedric",1953-02-05,M,M,40000,2,0,Partial College,Skilled Manual,0,2,7539 Santa Fe Court,2007-12-03,1-2 Miles,East Brisbane,QLD,Queensland,Australia
24279,Angel,Nelson,"Nelson, Angel",1953-11-16,S,M,40000,2,0,Partial College,Skilled Manual,0,2,6343 St. Paul Way,2008-07-15,1-2 Miles,Rockhampton,QLD,Queensland,Australia
24280,Peter,Shan,"Shan, Peter",1954-10-01,S,M,40000,3,0,Partial High School,Clerical,0,2,5949 Laurel Drive,2008-01-18,1-2 Miles,Silverwater,NSW,New South Wales,Australia
24281,Marie,Suri,"Suri, Marie",1954-04-13,S,F,40000,3,0,Partial High School,Clerical,0,2,663 Sunset Meadows Ln.,2007-05-29,5-10 Miles,Milsons Point,NSW,New South Wales,Australia
24282,Damien,Raji,"Raji, Damien",1955-07-24,M,M,80000,2,0,Partial College,Skilled Manual,1,2,1820 Fox Way,2007-05-27,5-10 Miles,Malabar,NSW,New South Wales,Australia
24283,Aimee,Zheng,"Zheng, Aimee",1955-03-21,S,F,80000,2,0,Partial College,Skilled Manual,0,2,994 Counting Drive,2007-05-30,1-2 Miles,Townsville,QLD,Queensland,Australia
24284,Melissa,Sanders,"Sanders, Melissa",1975-06-11,S,F,40000,0,0,Partial College,Skilled Manual,0,2,8360 Frisbie Court,2006-05-02,1-2 Miles,Victoria,BC,British Columbia,Canada
24285,Jesse,Cox,"Cox, Jesse",1975-11-19,S,M,40000,0,0,Partial College,Skilled Manual,1,2,3076 Salvio St.,2008-01-06,5-10 Miles,Burien,WA,Washington,United States
24286,Kelvin,Goel,"Goel, Kelvin",1975-05-27,S,M,40000,0,0,High School,Skilled Manual,0,2,5699 Alpha Way,2008-06-20,1-2 Miles,Chula Vista,CA,California,United States
24287,John,Martinez,"Martinez, John",1975-05-25,M,M,40000,0,0,High School,Skilled Manual,1,2,1071 Stanz Grace St.,2008-06-17,5-10 Miles,Chula Vista,CA,California,United States
24288,Pedro,Gomez,"Gomez, Pedro",1975-01-05,M,M,40000,0,0,High School,Skilled Manual,1,2,6474 Helen Ave.,2008-04-08,5-10 Miles,Concord,CA,California,United States
24289,Robert,Gonzalez,"Gonzalez, Robert",1975-12-16,S,M,60000,0,0,Partial College,Skilled Manual,1,2,1899 Mayhew Way,2007-10-06,5-10 Miles,Grossmont,CA,California,United States
24290,Zoe,Bell,"Bell, Zoe",1974-10-17,M,F,50000,0,0,High School,Skilled Manual,1,2,1551 Logan Ct,2008-01-24,5-10 Miles,Bellingham,WA,Washington,United States
24291,Eduardo,Garcia,"Garcia, Eduardo",1974-03-11,S,M,50000,0,0,High School,Skilled Manual,0,2,3001 Mt. Etna,2008-06-11,1-2 Miles,Bellingham,WA,Washington,United States
24292,Mackenzie,Brooks,"Brooks, Mackenzie",1974-03-06,M,F,50000,0,0,High School,Skilled Manual,1,2,892 Southbrook Drive,2007-08-17,5-10 Miles,Glendale,CA,California,United States
24293,Anna,Rivera,"Rivera, Anna",1974-10-19,M,F,50000,0,0,High School,Skilled Manual,1,2,8890 Viera Avenue,2007-08-01,5-10 Miles,Lincoln Acres,CA,California,United States
24294,Luis,Yang,"Yang, Luis",1974-03-01,S,M,50000,0,0,High School,Skilled Manual,0,2,4594 Springer Court,2008-03-15,5-10 Miles,Portland,OR,Oregon,United States
24295,Natalie,Barnes,"Barnes, Natalie",1973-03-26,S,F,60000,0,0,Partial College,Skilled Manual,0,2,7650 Northridge Drive,2008-06-11,1-2 Miles,Palo Alto,CA,California,United States
24296,Amanda,Gonzalez,"Gonzalez, Amanda",1973-02-06,S,F,70000,0,0,Partial College,Professional,0,2,666 Street,2008-06-03,5-10 Miles,Fremont,CA,California,United States
24297,Victoria,Cox,"Cox, Victoria",1976-10-09,M,F,60000,0,0,Partial College,Professional,1,2,1654 Bonari Court,2007-08-20,5-10 Miles,Imperial Beach,CA,California,United States
24298,Robert,Yang,"Yang, Robert",1976-10-07,M,M,60000,0,0,Partial College,Professional,1,2,6589 Viewpoint Ct,2007-09-13,5-10 Miles,Palo Alto,CA,California,United States
24299,Andrea,Gray,"Gray, Andrea",1976-06-03,S,F,60000,0,0,Partial College,Professional,1,2,2394 Pepper Way,2007-09-15,5-10 Miles,Downey,CA,California,United States
24300,Naomi,Gomez,"Gomez, Naomi",1956-01-10,S,F,80000,2,0,High School,Skilled Manual,1,2,1519 Mark Twain Dr.,2007-05-24,5-10 Miles,Melbourne,VIC,Victoria,Australia
24301,Tasha,Rai,"Rai, Tasha",1957-08-25,S,F,70000,2,0,High School,Skilled Manual,1,2,7738 Thunderbird Dr.,2007-05-03,5-10 Miles,Hobart,TAS,Tasmania,Australia
24302,Cesar,Kapoor,"Kapoor, Cesar",1957-01-28,M,M,70000,2,0,High School,Skilled Manual,1,2,6387 Scenic Avenue,2007-05-07,5-10 Miles,Sydney,NSW,New South Wales,Australia
24303,Megan,Diaz,"Diaz, Megan",1957-12-02,S,F,70000,2,0,High School,Skilled Manual,0,2,8791 La Cadena,2007-05-30,1-2 Miles,Wollongong,NSW,New South Wales,Australia
24304,Beth,Serrano,"Serrano, Beth",1958-05-25,S,F,100000,1,0,Bachelors,Management,0,3,"2, route de Marseille",2007-05-28,0-1 Miles,Milsons Point,NSW,New South Wales,Australia
24305,Warren,Chow,"Chow, Warren",1959-10-28,S,M,100000,1,1,Bachelors,Management,0,3,3595 May Way,2007-05-25,0-1 Miles,Perth,SA,South Australia,Australia
24306,Molly,Chandra,"Chandra, Molly",1959-04-08,M,F,100000,1,1,Bachelors,Management,1,3,250 Geary Ct.,2008-07-29,2-5 Miles,Springwood,NSW,New South Wales,Australia
24307,Tina,Sara,"Sara, Tina",1959-02-16,S,F,100000,1,1,Bachelors,Management,0,3,7977 Marina Road,2007-05-30,0-1 Miles,Milsons Point,NSW,New South Wales,Australia
24308,Destiny,Sanders,"Sanders, Destiny",1973-01-25,S,F,80000,0,0,Bachelors,Management,1,1,2266 Bonifacio Street,2008-06-28,2-5 Miles,Woodburn,OR,Oregon,United States
24309,Ethan,Williams,"Williams, Ethan",1974-08-18,M,M,50000,0,0,High School,Professional,0,2,4944 Abbey Court,2006-05-23,1-2 Miles,Shawnee,BC,British Columbia,Canada
24310,Gabrielle,Peterson,"Peterson, Gabrielle",1974-02-05,S,F,50000,0,0,High School,Professional,0,2,1955 Glaze Dr.,2006-05-05,1-2 Miles,Shawnee,BC,British Columbia,Canada
24311,Geoffrey,Patel,"Patel, Geoffrey",1974-04-21,S,M,60000,0,0,Partial College,Professional,0,2,6946 Candywood Ct.,2008-06-17,1-2 Miles,Burien,WA,Washington,United States
24312,Austin,Martin,"Martin, Austin",1974-05-21,S,M,60000,0,0,Partial College,Professional,1,2,5421 Morengo Ct.,2008-01-27,5-10 Miles,Everett,WA,Washington,United States
24313,Taylor,Brooks,"Brooks, Taylor",1974-03-18,M,F,60000,0,0,Partial College,Professional,1,2,5802 Ampersand Drive,2007-11-19,5-10 Miles,Lake Oswego,OR,Oregon,United States
24314,Bryan,Howard,"Howard, Bryan",1966-03-28,M,M,120000,2,2,Bachelors,Management,1,4,6592 Sun Hill Lane,2007-09-18,2-5 Miles,Daly City,CA,California,United States
24315,Edward,Scott,"Scott, Edward",1966-09-06,M,M,130000,0,1,Graduate Degree,Management,1,3,991 Vista Verde,2007-11-17,0-1 Miles,El Cajon,CA,California,United States
24316,Rachel,Diaz,"Diaz, Rachel",1966-03-28,S,F,130000,0,1,Graduate Degree,Management,0,3,206 Kirkwood Ct.,2008-05-04,1-2 Miles,Grossmont,CA,California,United States
24317,Devin,Thomas,"Thomas, Devin",1966-04-11,S,M,130000,0,1,Graduate Degree,Management,0,4,8521 Knewal Rd,2007-08-24,0-1 Miles,Newport Beach,CA,California,United States
24318,Luis,Long,"Long, Luis",1966-07-22,M,M,130000,1,1,Graduate Degree,Management,1,4,132 North Park Court,2007-10-27,0-1 Miles,San Diego,CA,California,United States
24319,Benjamin,Clark,"Clark, Benjamin",1957-04-11,M,M,70000,2,0,Partial High School,Skilled Manual,1,2,5556 Poppy Place,2008-05-15,5-10 Miles,Lynnwood,WA,Washington,United States
24320,Joshua,White,"White, Joshua",1957-08-13,S,M,70000,2,0,Partial High School,Skilled Manual,1,2,6872 Thornwood Dr.,2008-02-11,5-10 Miles,Beaverton,OR,Oregon,United States
24321,Gabriel,Scott,"Scott, Gabriel",1964-02-10,S,M,40000,0,0,Bachelors,Professional,0,1,8859 Reliz Valley Road,2008-06-08,0-1 Miles,Renton,WA,Washington,United States
24322,Alexandra,Evans,"Evans, Alexandra",1964-02-22,M,F,60000,4,4,Bachelors,Skilled Manual,1,2,6114 North Park Court,2008-03-05,0-1 Miles,Royal Oak,BC,British Columbia,Canada
24323,Janet,Wright,"Wright, Janet",1964-07-28,S,F,60000,5,5,Bachelors,Skilled Manual,1,3,8227 Myrtle Drive,2008-06-07,5-10 Miles,Lincoln Acres,CA,California,United States
24324,Jennifer,Reed,"Reed, Jennifer",1964-10-27,S,F,60000,4,2,Bachelors,Skilled Manual,1,2,7227 Serafina,2008-06-22,2-5 Miles,Downey,CA,California,United States
24325,Jason,Perry,"Perry, Jason",1964-12-15,M,M,60000,4,2,Bachelors,Skilled Manual,0,2,1939 Meadow Glen Way,2008-06-10,0-1 Miles,West Covina,CA,California,United States
24326,Adam,Bryant,"Bryant, Adam",1964-10-16,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,7362 Arguello Blvd.,2008-06-19,2-5 Miles,Woodburn,OR,Oregon,United States
24327,Evan,Rogers,"Rogers, Evan",1964-10-08,M,M,60000,4,2,Bachelors,Skilled Manual,1,2,5453 James Donlon Blvd.,2008-06-27,2-5 Miles,Yakima,WA,Washington,United States
24328,Melissa,Simmons,"Simmons, Melissa",1964-05-07,S,F,60000,4,2,Bachelors,Skilled Manual,0,2,1955 Sequoia Drive,2008-06-19,0-1 Miles,National City,CA,California,United States
24329,Abigail,Cooper,"Cooper, Abigail",1963-02-09,S,F,70000,4,2,Bachelors,Professional,1,2,41 Third Ave East,2008-06-22,2-5 Miles,Portland,OR,Oregon,United States
24330,Jessica,Bennett,"Bennett, Jessica",1963-09-26,S,F,70000,4,2,Bachelors,Professional,0,2,6271 Crow Street,2008-06-06,0-1 Miles,Chula Vista,CA,California,United States
24331,Carson,Powell,"Powell, Carson",1968-08-09,S,M,70000,0,0,Bachelors,Professional,0,1,2914 St. George Dr.,2008-06-03,2-5 Miles,Imperial Beach,CA,California,United States
24332,Abigail,Thompson,"Thompson, Abigail",1963-06-03,M,F,60000,3,2,Graduate Degree,Professional,1,0,6738 Court Street,2006-05-16,2-5 Miles,Metchosin,BC,British Columbia,Canada
24333,Ann,Prasad,"Prasad, Ann",1962-11-26,S,F,70000,1,0,Bachelors,Professional,1,1,6288 Relief Valley Ct.,2008-06-04,2-5 Miles,Burien,WA,Washington,United States
24334,Alexa,James,"James, Alexa",1962-09-06,M,F,70000,1,0,Bachelors,Professional,1,1,7208 Peach Place,2008-06-14,2-5 Miles,Novato,CA,California,United States
24335,Richard,Wright,"Wright, Richard",1962-10-27,S,M,70000,1,0,Bachelors,Professional,1,1,2844 Barcelona,2008-06-06,2-5 Miles,Lynnwood,WA,Washington,United States
24336,Gabrielle,Wright,"Wright, Gabrielle",1962-03-09,S,F,70000,1,0,Bachelors,Professional,1,1,7530 St. Francis St.,2008-06-20,2-5 Miles,Milwaukie,OR,Oregon,United States
24337,Noah,Alexander,"Alexander, Noah",1962-10-10,M,M,70000,1,0,Partial College,Skilled Manual,1,1,75 Ashford Court,2008-06-18,2-5 Miles,Edmonds,WA,Washington,United States
24338,Shannon,Zeng,"Zeng, Shannon",1961-09-05,S,F,40000,4,3,High School,Skilled Manual,1,3,"21, rue des Rosiers",2008-06-25,10+ Miles,Burbank,CA,California,United States
24339,Jennifer,Price,"Price, Jennifer",1961-10-10,S,F,40000,4,3,High School,Skilled Manual,1,3,1147 Mellowood Street,2007-07-01,2-5 Miles,Newport Beach,CA,California,United States
24340,Chloe,Clark,"Clark, Chloe",1961-12-05,S,F,40000,4,3,High School,Skilled Manual,0,4,6819 Meadow Lane,2007-08-28,0-1 Miles,Palo Alto,CA,California,United States
24341,Wyatt,Jones,"Jones, Wyatt",1961-12-10,M,M,60000,1,0,Partial College,Skilled Manual,1,1,6578 Woodhaven Ln.,2007-08-28,2-5 Miles,Coronado,CA,California,United States
24342,Evan,Campbell,"Campbell, Evan",1961-04-24,M,M,60000,1,0,Partial College,Skilled Manual,1,1,9585 Macarthur Ave.,2006-05-09,2-5 Miles,Sooke,BC,British Columbia,Canada
24343,Tyler,Harris,"Harris, Tyler",1960-03-08,M,M,40000,4,2,High School,Skilled Manual,0,2,8920 Corte Poquito,2007-09-09,0-1 Miles,Fremont,CA,California,United States
24344,Wayne,Chander,"Chander, Wayne",1967-06-16,S,M,50000,0,0,Partial College,Skilled Manual,0,1,8989 Adelia Court,2006-05-16,2-5 Miles,Cliffside,BC,British Columbia,Canada
24345,Riley,Cox,"Cox, Riley",1967-06-22,S,F,60000,0,0,Graduate Degree,Professional,0,1,9002 Kathleen Drive,2007-09-15,0-1 Miles,W. Linn,OR,Oregon,United States
24346,Giorgio,Veronesi,"Veronesi, Giorgio",1967-09-05,M,F,60000,0,0,Graduate Degree,Professional,0,1,9897 Bayview Cir,2007-10-25,0-1 Miles,Burlingame,CA,California,United States
24347,Tina,Madan,"Madan, Tina",1967-12-19,S,F,60000,0,0,Graduate Degree,Professional,1,1,7297 Rosalinda,2007-10-08,2-5 Miles,Concord,CA,California,United States
24348,Ruben,Gomez,"Gomez, Ruben",1967-09-17,S,M,60000,0,0,Graduate Degree,Professional,0,1,2033 Woodbury Place,2007-10-16,0-1 Miles,Concord,CA,California,United States
24349,Jill,Patterson,"Patterson, Jill",1967-07-04,S,F,60000,0,0,Graduate Degree,Professional,1,1,639 Bermad Drive,2007-10-05,2-5 Miles,San Diego,CA,California,United States
24350,Eduardo,Simmons,"Simmons, Eduardo",1927-06-14,S,M,40000,2,0,Partial High School,Clerical,0,1,3987 Spring Water St.,2007-11-04,2-5 Miles,Fremont,CA,California,United States
24351,Brandon,Yang,"Yang, Brandon",1960-02-05,M,M,60000,1,0,Partial College,Skilled Manual,1,1,4697 Mt. Dell,2007-10-08,0-1 Miles,Daly City,CA,California,United States
24352,Natalie,Cox,"Cox, Natalie",1960-06-02,M,F,60000,1,0,Partial College,Skilled Manual,1,1,2518 Cashew Street,2007-11-20,2-5 Miles,Lynnwood,WA,Washington,United States
24353,Andrea,Ramirez,"Ramirez, Andrea",1960-05-05,M,F,60000,1,0,Partial College,Skilled Manual,1,1,5054 Quiz Street,2007-11-06,2-5 Miles,San Carlos,CA,California,United States
24354,Bailey,Cook,"Cook, Bailey",1959-06-19,M,F,60000,1,0,Partial College,Skilled Manual,1,1,6983 Niagara Court,2007-11-01,2-5 Miles,Santa Cruz,CA,California,United States
24355,Jennifer,Johnson,"Johnson, Jennifer",1959-06-17,M,F,60000,4,3,Bachelors,Professional,1,1,9678 Redlands Way,2007-11-16,2-5 Miles,Burlingame,CA,California,United States
24356,Wesley,Zhang,"Zhang, Wesley",1959-08-09,S,M,80000,2,0,Graduate Degree,Professional,1,0,2710 Roux Court,2008-06-24,0-1 Miles,Burbank,CA,California,United States
24357,Eric,Baker,"Baker, Eric",1958-03-15,M,M,60000,3,2,Bachelors,Professional,1,1,6305 Waterview Place,2007-11-14,2-5 Miles,Beverly Hills,CA,California,United States
24358,Kevin,Green,"Green, Kevin",1958-02-08,M,M,60000,1,0,Bachelors,Professional,1,1,9475 Bellwood Dr.,2007-11-25,2-5 Miles,San Gabriel,CA,California,United States
24359,Zachary,Shan,"Shan, Zachary",1958-08-05,S,M,60000,1,0,Bachelors,Professional,1,1,7305 Humphrey Drive,2007-11-06,2-5 Miles,West Covina,CA,California,United States
24360,Carolyn,Diaz,"Diaz, Carolyn",1968-07-22,S,F,60000,2,2,Bachelors,Professional,0,1,3014 Roanwood Way,2007-05-08,0-1 Miles,Rhodes,NSW,New South Wales,Australia
24361,Francisco,Rodriguez,"Rodriguez, Francisco",1968-11-17,M,M,60000,2,2,Bachelors,Professional,0,1,8812 Geneva Lane,2007-05-17,0-1 Miles,Brisbane,QLD,Queensland,Australia
24362,Marc,Vazquez,"Vazquez, Marc",1968-12-06,S,M,60000,2,2,Bachelors,Professional,0,1,8321 Marina Lakes Dr.,2007-05-15,0-1 Miles,Melton,VIC,Victoria,Australia
24363,Amanda,Coleman,"Coleman, Amanda",1970-01-26,M,F,80000,4,4,Graduate Degree,Management,0,1,9752 Monterrey,2008-07-25,0-1 Miles,Goulburn,NSW,New South Wales,Australia
24364,Henry,Prasad,"Prasad, Henry",1970-06-15,M,M,90000,2,0,Bachelors,Professional,0,0,8682 Etcheverry Dr,2007-05-12,0-1 Miles,Cloverdale,SA,South Australia,Australia
24365,Mallory,Navarro,"Navarro, Mallory",1968-04-27,S,F,60000,2,2,Bachelors,Professional,1,1,"112, rue Marbeuf",2007-05-18,2-5 Miles,Rockhampton,QLD,Queensland,Australia
24366,Melvin,Luo,"Luo, Melvin",1969-02-17,S,M,120000,1,0,Graduate Degree,Management,0,1,2756 Sinclair Avenue,2007-05-28,2-5 Miles,North Ryde,NSW,New South Wales,Australia
24367,Ross,Sara,"Sara, Ross",1969-02-10,S,M,120000,1,0,Graduate Degree,Management,0,2,3919 Bayview Circle,2007-05-29,0-1 Miles,Seaford,VIC,Victoria,Australia
24368,Ebony,Prasad,"Prasad, Ebony",1969-04-08,S,F,120000,1,0,Graduate Degree,Management,0,2,7801 Midway Ct.,2007-05-07,0-1 Miles,Seaford,VIC,Victoria,Australia
24369,Chelsea,Lopez,"Lopez, Chelsea",1967-06-25,M,F,80000,5,5,Graduate Degree,Management,0,2,9888 Steele Drive,2008-04-30,0-1 Miles,Lane Cove,NSW,New South Wales,Australia
24370,Nathan,West,"West, Nathan",1967-06-25,M,M,80000,5,5,Graduate Degree,Management,0,3,9888 Steele Drive,2008-02-23,0-1 Miles,Cranbourne,VIC,Victoria,Australia
24371,Leslie,Navarro,"Navarro, Leslie",1966-03-21,M,F,90000,2,0,Bachelors,Professional,1,0,3450 Breck Court,2007-05-09,2-5 Miles,Seaford,VIC,Victoria,Australia
24372,Teresa,Jimenez,"Jimenez, Teresa",1965-09-21,S,F,60000,2,2,Bachelors,Professional,1,1,4810 Hidden Oak Ct.,2007-05-24,2-5 Miles,Bendigo,VIC,Victoria,Australia
24373,Steven,Reed,"Reed, Steven",1965-08-12,M,M,60000,2,2,Bachelors,Professional,1,1,5844 Linden Land,2008-01-31,2-5 Miles,Melbourne,VIC,Victoria,Australia
24374,Eugene,Ma,"Ma, Eugene",1965-10-13,S,M,60000,3,3,Bachelors,Professional,0,1,1500 Polk Street,2008-07-30,0-1 Miles,Silverwater,NSW,New South Wales,Australia
24375,Pamela,Schmidt,"Schmidt, Pamela",1965-10-03,M,F,60000,3,3,Bachelors,Professional,1,1,6866 Winterberry Ct.,2007-10-10,5-10 Miles,North Ryde,NSW,New South Wales,Australia
24376,Tommy,Black,"Black, Tommy",1968-07-13,M,M,70000,5,5,Bachelors,Professional,1,4,2962 Ana Mile,2008-06-09,10+ Miles,Brisbane,QLD,Queensland,Australia
24377,Richard,Wood,"Wood, Richard",1968-09-24,S,M,70000,0,0,Bachelors,Professional,0,1,6509 Cedar St.,2007-05-20,0-1 Miles,Melbourne,VIC,Victoria,Australia
24378,Brandi,Jiménez,"Jiménez, Brandi",1968-06-04,S,F,70000,0,0,Bachelors,Professional,0,1,6377 East Avenue,2007-05-31,0-1 Miles,Port Macquarie,NSW,New South Wales,Australia
24379,Noah,Jenkins,"Jenkins, Noah",1965-06-23,S,M,70000,0,0,Bachelors,Professional,0,1,9021 Terrace Drive,2007-10-26,5-10 Miles,Brisbane,QLD,Queensland,Australia
24380,Maurice,Yuan,"Yuan, Maurice",1965-10-13,M,M,70000,0,0,Bachelors,Professional,0,1,3345 Macaroon Drive,2008-02-08,0-1 Miles,Sunbury,VIC,Victoria,Australia
24381,Danny,Serrano,"Serrano, Danny",1965-05-14,S,M,70000,0,0,Bachelors,Professional,1,1,9353 N Lucile Lane,2007-05-22,5-10 Miles,Silverwater,NSW,New South Wales,Australia
24382,Patrick,Sanchez,"Sanchez, Patrick",1964-02-20,M,M,60000,3,3,Bachelors,Professional,1,2,6795 Moccasin Ct.,2008-01-27,0-1 Miles,Cranbourne,VIC,Victoria,Australia
24383,Ronald,Prasad,"Prasad, Ronald",1974-06-25,M,M,30000,0,0,Partial College,Clerical,0,1,"12, avenue Foch",2008-02-15,0-1 Miles,Lieusaint,77,Seine et Marne,France
24384,Kenneth,Pal,"Pal, Kenneth",1974-08-23,M,M,30000,0,0,Partial College,Clerical,0,1,"4, rue Georges-Clémenceau",2008-03-30,0-1 Miles,Roubaix,59,Nord,France
24385,Summer,Perez,"Perez, Summer",1957-10-22,M,F,70000,3,2,Partial College,Professional,1,0,1940 Detroit Ave.,2008-06-24,5-10 Miles,Concord,CA,California,United States
24386,Isabella,Walker,"Walker, Isabella",1957-05-12,S,F,80000,2,1,Bachelors,Management,0,0,7128 Seaview Avenue,2006-06-19,0-1 Miles,Westminster,BC,British Columbia,Canada
24387,Elijah,Mitchell,"Mitchell, Elijah",1957-09-26,M,M,80000,2,1,Bachelors,Management,0,0,2878 Spring Water St.,2008-06-27,0-1 Miles,Bellflower,CA,California,United States
24388,Maria,Campbell,"Campbell, Maria",1957-11-22,M,F,80000,2,1,Bachelors,Management,0,0,785 Eastgate,2008-06-09,0-1 Miles,Lynnwood,WA,Washington,United States
24389,Xavier,Carter,"Carter, Xavier",1956-05-03,S,M,80000,2,0,Partial High School,Skilled Manual,1,2,3429 Fourth Street,2007-08-18,5-10 Miles,Salem,OR,Oregon,United States
24390,Carolyn,Prasad,"Prasad, Carolyn",1956-08-23,M,F,60000,2,0,High School,Professional,1,2,77 Birchwood,2007-12-23,5-10 Miles,Bellingham,WA,Washington,United States
24391,Marissa,Washington,"Washington, Marissa",1956-03-27,M,F,60000,2,0,High School,Professional,1,2,2121 Sahara Drive,2007-12-01,5-10 Miles,Spring Valley,CA,California,United States
24392,Molly,Prasad,"Prasad, Molly",1956-10-24,S,F,60000,2,0,High School,Professional,0,2,1588 Prestwick Drive,2006-06-19,1-2 Miles,Cliffside,BC,British Columbia,Canada
24393,Joseph,Johnson,"Johnson, Joseph",1932-06-18,S,M,50000,2,0,Graduate Degree,Management,1,2,8310 Ridge Circle,2007-08-11,5-10 Miles,Everett,WA,Washington,United States
24394,Drew,Raji,"Raji, Drew",1965-01-27,M,M,110000,2,2,Bachelors,Management,1,3,2079 MountainAire Pkwy.,2008-01-02,2-5 Miles,Camarillo,CA,California,United States
24395,Alison,Raji,"Raji, Alison",1965-05-11,M,F,110000,3,2,Bachelors,Management,1,4,9155 Wee Donegal,2007-10-02,2-5 Miles,Concord,CA,California,United States
24396,Robyn,Navarro,"Navarro, Robyn",1965-06-04,M,F,120000,2,2,Bachelors,Management,1,4,3007 Hooftrail Way,2007-10-28,2-5 Miles,Concord,CA,California,United States
24397,Henry,Raman,"Raman, Henry",1965-12-20,S,M,120000,2,2,Bachelors,Management,0,4,4666 Yellowood Lane,2007-09-03,1-2 Miles,Coronado,CA,California,United States
24398,Brandon,Davis,"Davis, Brandon",1965-06-03,M,M,130000,1,1,Graduate Degree,Management,1,4,8839 Seaview Dr.,2007-10-20,0-1 Miles,Newport Beach,CA,California,United States
24399,Katherine,Sanchez,"Sanchez, Katherine",1964-01-19,M,F,80000,4,3,Bachelors,Management,1,0,5639 Lee Lane,2007-09-29,2-5 Miles,N. Vancouver,BC,British Columbia,Canada
24400,Kaitlyn,Parker,"Parker, Kaitlyn",1964-06-09,M,F,100000,5,2,Partial College,Professional,0,1,7267 Loftus Road,2008-06-17,0-1 Miles,Tacoma,WA,Washington,United States
24401,Douglas,Rana,"Rana, Douglas",1964-01-18,S,M,110000,3,2,Bachelors,Management,0,4,428 Silverado Dr.,2008-01-31,1-2 Miles,Bellflower,CA,California,United States
24402,Devin,Alexander,"Alexander, Devin",1964-07-06,S,M,170000,0,0,Graduate Degree,Management,0,3,9443 Lacanda Ct.,2008-06-20,1-2 Miles,Woodland Hills,CA,California,United States
